post_parent,ID,sku,parent_sku,meta:aws_url_field,meta:cdn_featured_image,meta:cdn_gallery_urls,meta:cdn_gallery_urls_0_cdn_gallery_link,meta:cdn_gallery_urls_1_cdn_gallery_link,meta:cdn_gallery_urls_2_cdn_gallery_link,meta:cdn_gallery_urls_3_cdn_gallery_link,meta:cdn_gallery_urls_4_cdn_gallery_link,meta:cdn_product_gallery,meta:cdn_url,meta:fin_sku_field,meta:wcbvp_variations_data
,64869,1213,,,,,,,,,,,,,
64869,67549,#55251,1213,,,,,,,,,,,01008-S-10K._ADD,
64869,67551,#55252,1213,,,,,,,,,,,01008-M-10K._ADD,
64869,67552,#55253,1213,,,,,,,,,,,01008-L-10K._ADD,
64869,67553,#55254,1213,,,,,,,,,,,01008-XL-10K._ADD,
64869,67554,#55255,1213,,,,,,,,,,,01008-2XL-10K._ADD,
64869,67555,#55256,1213,,,,,,,,,,,01008-3XL-10K._ADD,
64869,67556,#55257,1213,,,,,,,,,,,01008-4XL-10K._ADD,
64869,67557,#55258,1213,,,,,,,,,,,01008-5XL-10K._ADD,
64869,67558,#55267,1213,,,,,,,,,,,01008-S-AEEB._ADD,
64869,67559,#55268,1213,,,,,,,,,,,01008-M-AEEB._ADD,
64869,67560,#55269,1213,,,,,,,,,,,01008-L-AEEB._ADD,
64869,67561,#55270,1213,,,,,,,,,,,01008-XL-AEEB._ADD,
64869,67562,#55271,1213,,,,,,,,,,,01008-2XL-AEEB._ADD,
64869,67563,#55272,1213,,,,,,,,,,,01008-3XL-AEEB._ADD,
64869,67564,#55273,1213,,,,,,,,,,,01008-4XL-AEEB._ADD,
64869,67565,#55275,1213,,,,,,,,,,,01008-S-AZJN._ADD,
64869,67566,#55277,1213,,,,,,,,,,,01008-L-AZJN._ADD,
64869,67567,#55278,1213,,,,,,,,,,,01008-XL-AZJN._ADD,
64869,67568,#55279,1213,,,,,,,,,,,01008-2XL-AZJN._ADD,
64869,67569,#55281,1213,,,,,,,,,,,01008-4XL-AZJN._ADD,
64869,67570,#55282,1213,,,,,,,,,,,01008-5XL-AZJN._ADD,
64869,92662,#55259,1213,,,,,,,,,,,"01008-S-Black Plaid._ADD",
64869,92664,#55260,1213,,,,,,,,,,,"01008-M-Black Plaid._ADD",
64869,92666,#55261,1213,,,,,,,,,,,"01008-L-Black Plaid._ADD",
64869,92668,#55262,1213,,,,,,,,,,,"01008-XL-Black Plaid._ADD",
64869,92670,#55263,1213,,,,,,,,,,,"01008-2XL-Black Plaid._ADD",
64869,92672,#55264,1213,,,,,,,,,,,"01008-3XL-Black Plaid._ADD",
64869,92674,#55265,1213,,,,,,,,,,,"01008-4XL-Black Plaid._ADD",
64869,92676,#55266,1213,,,,,,,,,,,"01008-5XL-Black Plaid._ADD",
64869,92678,#55274,1213,,,,,,,,,,,01008-5XL-AEEB._ADD,
64869,92680,#55276,1213,,,,,,,,,,,01008-M-AZJN._ADD,
64869,92682,#55280,1213,,,,,,,,,,,01008-3XL-AZJN._ADD,
64869,92684,#55283,1213,,,,,,,,,,,01008-S-7KI._ADD,
64869,92686,#55284,1213,,,,,,,,,,,01008-M-7KI._ADD,
64869,92688,#55285,1213,,,,,,,,,,,01008-L-7KI._ADD,
64869,92690,#55286,1213,,,,,,,,,,,01008-XL-7KI._ADD,
64869,92692,#55287,1213,,,,,,,,,,,01008-2XL-7KI._ADD,
64869,92694,#55288,1213,,,,,,,,,,,01008-3XL-7KI._ADD,
64869,92696,#55289,1213,,,,,,,,,,,01008-4XL-7KI._ADD,
64869,92698,#55290,1213,,,,,,,,,,,01008-5XL-7KI._ADD,
64869,92700,#55291,1213,,,,,,,,,,,"01008-S-Red Plaid._ADD",
64869,92702,#55292,1213,,,,,,,,,,,"01008-M-Red Plaid._ADD",
64869,92704,#55293,1213,,,,,,,,,,,"01008-L-Red Plaid._ADD",
64869,92706,#55294,1213,,,,,,,,,,,"01008-XL-Red Plaid._ADD",
64869,92708,#55295,1213,,,,,,,,,,,"01008-2XL-Red Plaid._ADD",
64869,92710,#55296,1213,,,,,,,,,,,"01008-3XL-Red Plaid._ADD",
64869,92712,#55297,1213,,,,,,,,,,,"01008-4XL-Red Plaid._ADD",
64869,92714,#55298,1213,,,,,,,,,,,"01008-5XL-Red Plaid._ADD",
64869,92716,#55299,1213,,,,,,,,,,,"01008-S-Blackwatch Plaid._ADD",
64869,92718,#55300,1213,,,,,,,,,,,"01008-M-Blackwatch Plaid._ADD",
64869,92720,#55301,1213,,,,,,,,,,,"01008-L-Blackwatch Plaid._ADD",
64869,92722,#55302,1213,,,,,,,,,,,"01008-XL-Blackwatch Plaid._ADD",
64869,92724,#55303,1213,,,,,,,,,,,"01008-2XL-Blackwatch Plaid._ADD",
64869,92726,#55304,1213,,,,,,,,,,,"01008-3XL-Blackwatch Plaid._ADD",
64869,92728,#55305,1213,,,,,,,,,,,"01008-4XL-Blackwatch Plaid._ADD",
64869,92730,#55306,1213,,,,,,,,,,,"01008-5XL-Blackwatch Plaid._ADD",
,64870,1214,,,,,,,,,,,,,
64870,67571,#68063,1214,,,,,,,,,,,018NT4-LT-045._ADD,
64870,67572,#68064,1214,,,,,,,,,,,018NT4-XLT-045._ADD,
64870,67573,#68065,1214,,,,,,,,,,,018NT4-2XT-045._ADD,
64870,67574,#68066,1214,,,,,,,,,,,018NT4-3XT-045._ADD,
64870,67575,#68067,1214,,,,,,,,,,,018NT4-4XT-045._ADD,
,64871,1216,,,,,,,,,,,,,
64871,67576,#35845,1216,,,,,,,,,,,035P-3XL-Black._ADD,
64871,67577,#35857,1216,,,,,,,,,,,"035P-3XL-Charcoal Heather._ADD",
64871,67578,#35863,1216,,,,,,,,,,,"035P-3XL-Deep Forest._ADD",
64871,67579,#35866,1216,,,,,,,,,,,"035P-L-Deep Red._ADD",
64871,67580,#35869,1216,,,,,,,,,,,"035P-3XL-Deep Red._ADD",
64871,67581,#35871,1216,,,,,,,,,,,"035P-M-Deep Royal._ADD",
64871,67582,#35872,1216,,,,,,,,,,,"035P-L-Deep Royal._ADD",
64871,67583,#35873,1216,,,,,,,,,,,"035P-XL-Deep Royal._ADD",
64871,67584,#35875,1216,,,,,,,,,,,"035P-3XL-Deep Royal._ADD",
64871,67585,#35883,1216,,,,,,,,,,,035P-M-Navy._ADD,
64871,67586,#35889,1216,,,,,,,,,,,035P-M-White._ADD,
64871,67587,#35893,1216,,,,,,,,,,,035P-3XL-White._ADD,
64871,84255,#35843,1216,,,,,,,,,,,035P-XL-Black._ADD,
64871,84257,#35844,1216,,,,,,,,,,,035P-2XL-Black._ADD,
64871,84259,#35852,1216,,,,,,,,,,,"035P-S-Charcoal Heather._ADD",
64871,84261,#35853,1216,,,,,,,,,,,"035P-M-Charcoal Heather._ADD",
64871,84263,#35854,1216,,,,,,,,,,,"035P-L-Charcoal Heather._ADD",
64871,84265,#35855,1216,,,,,,,,,,,"035P-XL-Charcoal Heather._ADD",
64871,84267,#35858,1216,,,,,,,,,,,"035P-S-Deep Forest._ADD",
64871,84269,#35859,1216,,,,,,,,,,,"035P-M-Deep Forest._ADD",
64871,84271,#35860,1216,,,,,,,,,,,"035P-L-Deep Forest._ADD",
64871,84273,#35861,1216,,,,,,,,,,,"035P-XL-Deep Forest._ADD",
64871,84275,#35862,1216,,,,,,,,,,,"035P-2XL-Deep Forest._ADD",
64871,84277,#35864,1216,,,,,,,,,,,"035P-S-Deep Red._ADD",
64871,84279,#35868,1216,,,,,,,,,,,"035P-2XL-Deep Red._ADD",
64871,84281,#35884,1216,,,,,,,,,,,035P-L-Navy._ADD,
64871,84283,#35887,1216,,,,,,,,,,,035P-3XL-Navy._ADD,
64871,84285,#35888,1216,,,,,,,,,,,035P-S-White._ADD,
64871,84287,#35890,1216,,,,,,,,,,,035P-L-White._ADD,
64871,84289,#35892,1216,,,,,,,,,,,035P-2XL-White._ADD,
64871,92742,#35840,1216,,,,,,,,,,,035P-S-Black._ADD,
64871,92744,#35841,1216,,,,,,,,,,,035P-M-Black._ADD,
64871,92746,#35842,1216,,,,,,,,,,,035P-L-Black._ADD,
64871,92748,#35846,1216,,,,,,,,,,,"035P-S-Blue Horizon._ADD",
64871,92750,#35847,1216,,,,,,,,,,,"035P-M-Blue Horizon._ADD",
64871,92752,#35848,1216,,,,,,,,,,,"035P-L-Blue Horizon._ADD",
64871,92754,#35849,1216,,,,,,,,,,,"035P-XL-Blue Horizon._ADD",
64871,92756,#35850,1216,,,,,,,,,,,"035P-2XL-Blue Horizon._ADD",
64871,92758,#35851,1216,,,,,,,,,,,"035P-3XL-Blue Horizon._ADD",
64871,92760,#35856,1216,,,,,,,,,,,"035P-2XL-Charcoal Heather._ADD",
64871,92762,#35865,1216,,,,,,,,,,,"035P-M-Deep Red._ADD",
64871,92764,#35867,1216,,,,,,,,,,,"035P-XL-Deep Red._ADD",
64871,92766,#35870,1216,,,,,,,,,,,"035P-S-Deep Royal._ADD",
64871,92768,#35874,1216,,,,,,,,,,,"035P-2XL-Deep Royal._ADD",
64871,92770,#35876,1216,,,,,,,,,,,"035P-S-Light Steel._ADD",
64871,92772,#35877,1216,,,,,,,,,,,"035P-M-Light Steel._ADD",
64871,92774,#35878,1216,,,,,,,,,,,"035P-L-Light Steel._ADD",
64871,92776,#35879,1216,,,,,,,,,,,"035P-XL-Light Steel._ADD",
64871,92778,#35880,1216,,,,,,,,,,,"035P-2XL-Light Steel._ADD",
64871,92780,#35881,1216,,,,,,,,,,,"035P-3XL-Light Steel._ADD",
64871,92782,#35882,1216,,,,,,,,,,,035P-S-Navy._ADD,
64871,92784,#35885,1216,,,,,,,,,,,035P-XL-Navy._ADD,
64871,92786,#35886,1216,,,,,,,,,,,035P-2XL-Navy._ADD,
64871,92788,#35891,1216,,,,,,,,,,,035P-XL-White._ADD,
64871,92790,#35894,1216,,,,,,,,,,,"035P-S-Clean Mint._ADD",
64871,92792,#35895,1216,,,,,,,,,,,"035P-M-Clean Mint._ADD",
64871,92794,#35896,1216,,,,,,,,,,,"035P-L-Clean Mint._ADD",
64871,92796,#35897,1216,,,,,,,,,,,"035P-XL-Clean Mint._ADD",
64871,92798,#35898,1216,,,,,,,,,,,"035P-2XL-Clean Mint._ADD",
64871,92800,#35899,1216,,,,,,,,,,,"035P-3XL-Clean Mint._ADD",
,64879,1217,,,,,,,,,,,,,
64879,67588,#334,1217,,,,,,,,,,,0504-S-Black._ADD,
64879,67589,#340,1217,,,,,,,,,,,0504-4XL-Black._ADD,
64879,67590,#341,1217,,,,,,,,,,,"0504-S-Charcoal Heather._ADD",
64879,67591,#346,1217,,,,,,,,,,,"0504-3XL-Charcoal Heather._ADD",
64879,67592,#355,1217,,,,,,,,,,,"0504-S-Deep Red._ADD",
64879,67593,#362,1217,,,,,,,,,,,"0504-S-Deep Royal._ADD",
64879,67594,#363,1217,,,,,,,,,,,"0504-M-Deep Royal._ADD",
64879,67595,#375,1217,,,,,,,,,,,"0504-S-Light Steel._ADD",
64879,67596,#380,1217,,,,,,,,,,,"0504-3XL-Light Steel._ADD",
64879,67597,#381,1217,,,,,,,,,,,0504-S-Navy._ADD,
64879,67598,#387,1217,,,,,,,,,,,0504-4XL-Navy._ADD,
64879,92812,#327,1217,,,,,,,,,,,0504-S-Ash._ADD,
64879,92814,#328,1217,,,,,,,,,,,0504-M-Ash._ADD,
64879,92816,#329,1217,,,,,,,,,,,0504-L-Ash._ADD,
64879,92818,#330,1217,,,,,,,,,,,0504-XL-Ash._ADD,
64879,92820,#331,1217,,,,,,,,,,,0504-2XL-Ash._ADD,
64879,92822,#332,1217,,,,,,,,,,,0504-3XL-Ash._ADD,
64879,92824,#333,1217,,,,,,,,,,,0504-4XL-Ash._ADD,
64879,92826,#335,1217,,,,,,,,,,,0504-M-Black._ADD,
64879,92828,#336,1217,,,,,,,,,,,0504-L-Black._ADD,
64879,92830,#337,1217,,,,,,,,,,,0504-XL-Black._ADD,
64879,92832,#338,1217,,,,,,,,,,,0504-2XL-Black._ADD,
64879,92834,#339,1217,,,,,,,,,,,0504-3XL-Black._ADD,
64879,92836,#347,1217,,,,,,,,,,,"0504-4XL-Charcoal Heather._ADD",
64879,92838,#348,1217,,,,,,,,,,,"0504-S-Deep Forest._ADD",
64879,92840,#349,1217,,,,,,,,,,,"0504-M-Deep Forest._ADD",
64879,92842,#350,1217,,,,,,,,,,,"0504-L-Deep Forest._ADD",
64879,92844,#351,1217,,,,,,,,,,,"0504-XL-Deep Forest._ADD",
64879,92846,#352,1217,,,,,,,,,,,"0504-2XL-Deep Forest._ADD",
64879,92848,#353,1217,,,,,,,,,,,"0504-3XL-Deep Forest._ADD",
64879,92850,#354,1217,,,,,,,,,,,"0504-4XL-Deep Forest._ADD",
64879,92852,#356,1217,,,,,,,,,,,"0504-M-Deep Red._ADD",
64879,92854,#357,1217,,,,,,,,,,,"0504-L-Deep Red._ADD",
64879,92856,#358,1217,,,,,,,,,,,"0504-XL-Deep Red._ADD",
64879,92858,#359,1217,,,,,,,,,,,"0504-2XL-Deep Red._ADD",
64879,92860,#360,1217,,,,,,,,,,,"0504-3XL-Deep Red._ADD",
64879,92862,#361,1217,,,,,,,,,,,"0504-4XL-Deep Red._ADD",
64879,92864,#364,1217,,,,,,,,,,,"0504-L-Deep Royal._ADD",
64879,92866,#365,1217,,,,,,,,,,,"0504-XL-Deep Royal._ADD",
64879,92868,#366,1217,,,,,,,,,,,"0504-2XL-Deep Royal._ADD",
64879,92870,#367,1217,,,,,,,,,,,"0504-3XL-Deep Royal._ADD",
64879,92872,#368,1217,,,,,,,,,,,"0504-4XL-Deep Royal._ADD",
64879,92874,#369,1217,,,,,,,,,,,"0504-S-Light Blue._ADD",
64879,92876,#370,1217,,,,,,,,,,,"0504-M-Light Blue._ADD",
64879,92878,#371,1217,,,,,,,,,,,"0504-L-Light Blue._ADD",
64879,92880,#372,1217,,,,,,,,,,,"0504-XL-Light Blue._ADD",
64879,92882,#373,1217,,,,,,,,,,,"0504-2XL-Light Blue._ADD",
64879,92884,#374,1217,,,,,,,,,,,"0504-3XL-Light Blue._ADD",
64879,92886,#376,1217,,,,,,,,,,,"0504-M-Light Steel._ADD",
64879,92888,#377,1217,,,,,,,,,,,"0504-L-Light Steel._ADD",
64879,92890,#378,1217,,,,,,,,,,,"0504-XL-Light Steel._ADD",
64879,92892,#379,1217,,,,,,,,,,,"0504-2XL-Light Steel._ADD",
64879,92894,#382,1217,,,,,,,,,,,0504-M-Navy._ADD,
64879,92896,#383,1217,,,,,,,,,,,0504-L-Navy._ADD,
64879,92898,#384,1217,,,,,,,,,,,0504-XL-Navy._ADD,
64879,92900,#385,1217,,,,,,,,,,,0504-2XL-Navy._ADD,
64879,92902,#386,1217,,,,,,,,,,,0504-3XL-Navy._ADD,
64879,92904,#388,1217,,,,,,,,,,,0504-S-White._ADD,
64879,92906,#389,1217,,,,,,,,,,,0504-M-White._ADD,
64879,92908,#390,1217,,,,,,,,,,,0504-L-White._ADD,
64879,92910,#391,1217,,,,,,,,,,,0504-XL-White._ADD,
64879,92912,#392,1217,,,,,,,,,,,0504-2XL-White._ADD,
64879,92914,#393,1217,,,,,,,,,,,0504-3XL-White._ADD,
64879,92916,#394,1217,,,,,,,,,,,0504-4XL-White._ADD,
64879,124456,#342,1217,,,,,,,,,,,"0504-M-Charcoal Heather._ADD",
64879,124457,#343,1217,,,,,,,,,,,"0504-L-Charcoal Heather._ADD",
64879,124458,#344,1217,,,,,,,,,,,"0504-XL-Charcoal Heather._ADD",
64879,124459,#345,1217,,,,,,,,,,,"0504-2XL-Charcoal Heather._ADD",
,64882,1218,,,,,,,,,,,,,
64882,67599,#395,1218,,,,,,,,,,,054X-S-Ash._ADD,
64882,67600,#396,1218,,,,,,,,,,,054X-M-Ash._ADD,
64882,67601,#397,1218,,,,,,,,,,,054X-L-Ash._ADD,
64882,67602,#398,1218,,,,,,,,,,,054X-XL-Ash._ADD,
64882,67603,#399,1218,,,,,,,,,,,054X-2XL-Ash._ADD,
64882,67604,#400,1218,,,,,,,,,,,054X-3XL-Ash._ADD,
64882,67605,#401,1218,,,,,,,,,,,054X-4XL-Ash._ADD,
64882,67606,#402,1218,,,,,,,,,,,054X-S-Black._ADD,
64882,67607,#403,1218,,,,,,,,,,,054X-M-Black._ADD,
64882,67608,#405,1218,,,,,,,,,,,054X-XL-Black._ADD,
64882,67609,#406,1218,,,,,,,,,,,054X-2XL-Black._ADD,
64882,67610,#407,1218,,,,,,,,,,,054X-3XL-Black._ADD,
64882,67611,#408,1218,,,,,,,,,,,054X-4XL-Black._ADD,
64882,67612,#410,1218,,,,,,,,,,,054X-6XL-Black._ADD,
64882,67613,#423,1218,,,,,,,,,,,"054X-S-Charcoal Heather._ADD",
64882,67614,#425,1218,,,,,,,,,,,"054X-L-Charcoal Heather._ADD",
64882,67615,#426,1218,,,,,,,,,,,"054X-XL-Charcoal Heather._ADD",
64882,67616,#427,1218,,,,,,,,,,,"054X-2XL-Charcoal Heather._ADD",
64882,67617,#428,1218,,,,,,,,,,,"054X-3XL-Charcoal Heather._ADD",
64882,67618,#429,1218,,,,,,,,,,,"054X-4XL-Charcoal Heather._ADD",
64882,67619,#430,1218,,,,,,,,,,,"054X-5XL-Charcoal Heather._ADD",
64882,67620,#431,1218,,,,,,,,,,,"054X-6XL-Charcoal Heather._ADD",
64882,67621,#432,1218,,,,,,,,,,,"054X-S-Deep Forest._ADD",
64882,67622,#433,1218,,,,,,,,,,,"054X-M-Deep Forest._ADD",
64882,67623,#435,1218,,,,,,,,,,,"054X-XL-Deep Forest._ADD",
64882,67624,#436,1218,,,,,,,,,,,"054X-2XL-Deep Forest._ADD",
64882,67625,#437,1218,,,,,,,,,,,"054X-3XL-Deep Forest._ADD",
64882,67626,#438,1218,,,,,,,,,,,"054X-4XL-Deep Forest._ADD",
64882,67627,#445,1218,,,,,,,,,,,"054X-S-Deep Red._ADD",
64882,67628,#446,1218,,,,,,,,,,,"054X-M-Deep Red._ADD",
64882,67629,#447,1218,,,,,,,,,,,"054X-L-Deep Red._ADD",
64882,67630,#448,1218,,,,,,,,,,,"054X-XL-Deep Red._ADD",
64882,67631,#449,1218,,,,,,,,,,,"054X-2XL-Deep Red._ADD",
64882,67632,#450,1218,,,,,,,,,,,"054X-3XL-Deep Red._ADD",
64882,67633,#451,1218,,,,,,,,,,,"054X-4XL-Deep Red._ADD",
64882,67634,#453,1218,,,,,,,,,,,"054X-M-Deep Royal._ADD",
64882,67635,#454,1218,,,,,,,,,,,"054X-L-Deep Royal._ADD",
64882,67636,#455,1218,,,,,,,,,,,"054X-XL-Deep Royal._ADD",
64882,67637,#456,1218,,,,,,,,,,,"054X-2XL-Deep Royal._ADD",
64882,67638,#457,1218,,,,,,,,,,,"054X-3XL-Deep Royal._ADD",
64882,67639,#458,1218,,,,,,,,,,,"054X-4XL-Deep Royal._ADD",
64882,67640,#460,1218,,,,,,,,,,,"054X-S-Kelly Green._ADD",
64882,67641,#461,1218,,,,,,,,,,,"054X-M-Kelly Green._ADD",
64882,67642,#462,1218,,,,,,,,,,,"054X-L-Kelly Green._ADD",
64882,67643,#465,1218,,,,,,,,,,,"054X-3XL-Kelly Green._ADD",
64882,67644,#466,1218,,,,,,,,,,,"054X-S-Light Blue._ADD",
64882,67645,#467,1218,,,,,,,,,,,"054X-M-Light Blue._ADD",
64882,67646,#468,1218,,,,,,,,,,,"054X-L-Light Blue._ADD",
64882,67647,#469,1218,,,,,,,,,,,"054X-XL-Light Blue._ADD",
64882,67648,#470,1218,,,,,,,,,,,"054X-2XL-Light Blue._ADD",
64882,67649,#471,1218,,,,,,,,,,,"054X-3XL-Light Blue._ADD",
64882,67650,#472,1218,,,,,,,,,,,"054X-S-Light Steel._ADD",
64882,67651,#473,1218,,,,,,,,,,,"054X-M-Light Steel._ADD",
64882,67652,#474,1218,,,,,,,,,,,"054X-L-Light Steel._ADD",
64882,67653,#475,1218,,,,,,,,,,,"054X-XL-Light Steel._ADD",
64882,67654,#477,1218,,,,,,,,,,,"054X-3XL-Light Steel._ADD",
64882,67655,#478,1218,,,,,,,,,,,"054X-4XL-Light Steel._ADD",
64882,67656,#479,1218,,,,,,,,,,,054X-S-Maroon._ADD,
64882,67657,#480,1218,,,,,,,,,,,054X-M-Maroon._ADD,
64882,67658,#481,1218,,,,,,,,,,,054X-L-Maroon._ADD,
64882,67659,#482,1218,,,,,,,,,,,054X-XL-Maroon._ADD,
64882,67660,#483,1218,,,,,,,,,,,054X-2XL-Maroon._ADD,
64882,67661,#484,1218,,,,,,,,,,,054X-3XL-Maroon._ADD,
64882,67662,#486,1218,,,,,,,,,,,054X-M-Navy._ADD,
64882,67663,#487,1218,,,,,,,,,,,054X-L-Navy._ADD,
64882,67664,#489,1218,,,,,,,,,,,054X-2XL-Navy._ADD,
64882,67665,#490,1218,,,,,,,,,,,054X-3XL-Navy._ADD,
64882,67666,#491,1218,,,,,,,,,,,054X-4XL-Navy._ADD,
64882,67667,#492,1218,,,,,,,,,,,054X-S-Orange._ADD,
64882,67668,#493,1218,,,,,,,,,,,054X-M-Orange._ADD,
64882,67669,#494,1218,,,,,,,,,,,054X-L-Orange._ADD,
64882,67670,#495,1218,,,,,,,,,,,054X-XL-Orange._ADD,
64882,67671,#496,1218,,,,,,,,,,,054X-2XL-Orange._ADD,
64882,67672,#497,1218,,,,,,,,,,,054X-3XL-Orange._ADD,
64882,67673,#505,1218,,,,,,,,,,,054X-S-White._ADD,
64882,67674,#508,1218,,,,,,,,,,,054X-XL-White._ADD,
64882,67675,#509,1218,,,,,,,,,,,054X-2XL-White._ADD,
64882,67676,#510,1218,,,,,,,,,,,054X-3XL-White._ADD,
64882,67677,#511,1218,,,,,,,,,,,054X-4XL-White._ADD,
64882,67678,#512,1218,,,,,,,,,,,054X-5XL-White._ADD,
64882,67679,#513,1218,,,,,,,,,,,054X-6XL-White._ADD,
64882,84308,#404,1218,,,,,,,,,,,054X-L-Black._ADD,
64882,84310,#409,1218,,,,,,,,,,,054X-5XL-Black._ADD,
64882,84312,#411,1218,,,,,,,,,,,054X-S-Cardinal._ADD,
64882,84314,#413,1218,,,,,,,,,,,054X-L-Cardinal._ADD,
64882,84316,#414,1218,,,,,,,,,,,054X-XL-Cardinal._ADD,
64882,84318,#415,1218,,,,,,,,,,,054X-2XL-Cardinal._ADD,
64882,84320,#417,1218,,,,,,,,,,,"054X-S-Carolina Blue._ADD",
64882,84322,#418,1218,,,,,,,,,,,"054X-M-Carolina Blue._ADD",
64882,84324,#419,1218,,,,,,,,,,,"054X-L-Carolina Blue._ADD",
64882,84326,#420,1218,,,,,,,,,,,"054X-XL-Carolina Blue._ADD",
64882,84328,#421,1218,,,,,,,,,,,"054X-2XL-Carolina Blue._ADD",
64882,84330,#424,1218,,,,,,,,,,,"054X-M-Charcoal Heather._ADD",
64882,84332,#434,1218,,,,,,,,,,,"054X-L-Deep Forest._ADD",
64882,84334,#452,1218,,,,,,,,,,,"054X-S-Deep Royal._ADD",
64882,84336,#463,1218,,,,,,,,,,,"054X-XL-Kelly Green._ADD",
64882,84338,#464,1218,,,,,,,,,,,"054X-2XL-Kelly Green._ADD",
64882,84340,#476,1218,,,,,,,,,,,"054X-2XL-Light Steel._ADD",
64882,84342,#485,1218,,,,,,,,,,,054X-S-Navy._ADD,
64882,84344,#488,1218,,,,,,,,,,,054X-XL-Navy._ADD,
64882,84346,#499,1218,,,,,,,,,,,054X-S-Purple._ADD,
64882,84348,#503,1218,,,,,,,,,,,054X-2XL-Purple._ADD,
64882,84350,#506,1218,,,,,,,,,,,054X-M-White._ADD,
64882,84352,#507,1218,,,,,,,,,,,054X-L-White._ADD,
64882,84354,#514,1218,,,,,,,,,,,054X-S-Yellow._ADD,
64882,84373,#515,1218,,,,,,,,,,,054X-M-Yellow._ADD,
64882,84375,#516,1218,,,,,,,,,,,054X-L-Yellow._ADD,
64882,84377,#518,1218,,,,,,,,,,,054X-2XL-Yellow._ADD,
64882,84379,#519,1218,,,,,,,,,,,054X-3XL-Yellow._ADD,
64882,92938,#412,1218,,,,,,,,,,,054X-M-Cardinal._ADD,
64882,92940,#416,1218,,,,,,,,,,,054X-3XL-Cardinal._ADD,
64882,92942,#422,1218,,,,,,,,,,,"054X-3XL-Carolina Blue._ADD",
64882,92944,#439,1218,,,,,,,,,,,"054X-S-Deep Navy._ADD",
64882,92946,#440,1218,,,,,,,,,,,"054X-M-Deep Navy._ADD",
64882,92948,#441,1218,,,,,,,,,,,"054X-L-Deep Navy._ADD",
64882,92950,#442,1218,,,,,,,,,,,"054X-XL-Deep Navy._ADD",
64882,92952,#443,1218,,,,,,,,,,,"054X-2XL-Deep Navy._ADD",
64882,92954,#444,1218,,,,,,,,,,,"054X-3XL-Deep Navy._ADD",
64882,92956,#459,1218,,,,,,,,,,,054X-3X-Gold._ADD,
64882,92958,#498,1218,,,,,,,,,,,"054X-XL-Pale Pink._ADD",
64882,92960,#500,1218,,,,,,,,,,,054X-M-Purple._ADD,
64882,92962,#501,1218,,,,,,,,,,,054X-L-Purple._ADD,
64882,92964,#502,1218,,,,,,,,,,,054X-XL-Purple._ADD,
64882,92966,#504,1218,,,,,,,,,,,054X-3XL-Purple._ADD,
64882,92968,#517,1218,,,,,,,,,,,054X-XL-Yellow._ADD,
,64895,1219,,,,,,,,,,,,,
64895,92981,#5927,1219,,,,,,,,,,,054Y-M-Black._ADD,
64895,92983,#5931,1219,,,,,,,,,,,"054Y-S-Deep Forest._ADD",
64895,92985,#5933,1219,,,,,,,,,,,"054Y-L-Deep Forest._ADD",
64895,92987,#5934,1219,,,,,,,,,,,"054Y-XL-Deep Forest._ADD",
64895,92989,#5935,1219,,,,,,,,,,,"054Y-XS-Deep Navy._ADD",
64895,92991,#5936,1219,,,,,,,,,,,"054Y-M-Deep Navy._ADD",
64895,92993,#5937,1219,,,,,,,,,,,"054Y-L-Deep Navy._ADD",
64895,92995,#5938,1219,,,,,,,,,,,"054Y-XL-Deep Navy._ADD",
64895,92997,#5939,1219,,,,,,,,,,,"054Y-XS-Deep Red._ADD",
64895,92999,#5940,1219,,,,,,,,,,,"054Y-S-Deep Red._ADD",
64895,93001,#5945,1219,,,,,,,,,,,"054Y-S-Deep Royal._ADD",
64895,93003,#5946,1219,,,,,,,,,,,"054Y-M-Deep Royal._ADD",
64895,93005,#5950,1219,,,,,,,,,,,"054Y-S-Light Blue._ADD",
64895,93007,#5951,1219,,,,,,,,,,,"054Y-M-Light Blue._ADD",
64895,93009,#5954,1219,,,,,,,,,,,"054Y-XS-Light Steel._ADD",
64895,93011,#5955,1219,,,,,,,,,,,"054Y-S-Light Steel._ADD",
64895,93013,#5956,1219,,,,,,,,,,,"054Y-M-Light Steel._ADD",
64895,93015,#5957,1219,,,,,,,,,,,"054Y-L-Light Steel._ADD",
64895,93017,#5958,1219,,,,,,,,,,,"054Y-XL-Light Steel._ADD",
64895,93019,#5960,1219,,,,,,,,,,,054Y-S-Maroon._ADD,
64895,93021,#5961,1219,,,,,,,,,,,054Y-M-Maroon._ADD,
64895,93023,#5963,1219,,,,,,,,,,,054Y-XL-Maroon._ADD,
64895,93025,#5964,1219,,,,,,,,,,,054Y-XS-Navy._ADD,
64895,93027,#5967,1219,,,,,,,,,,,054Y-L-Navy._ADD,
64895,93029,#5968,1219,,,,,,,,,,,054Y-XL-Navy._ADD,
64895,93031,#5969,1219,,,,,,,,,,,054Y-XS-Purple._ADD,
64895,93033,#5970,1219,,,,,,,,,,,054Y-S-Purple._ADD,
64895,93035,#5971,1219,,,,,,,,,,,054Y-M-Purple._ADD,
64895,93037,#5972,1219,,,,,,,,,,,054Y-L-Purple._ADD,
64895,93039,#5973,1219,,,,,,,,,,,054Y-XL-Purple._ADD,
