post_parent,ID,sku,parent_sku,meta:aws_url_field,meta:cdn_featured_image,meta:cdn_gallery_urls,meta:cdn_gallery_urls_0_cdn_gallery_link,meta:cdn_gallery_urls_1_cdn_gallery_link,meta:cdn_gallery_urls_2_cdn_gallery_link,meta:cdn_gallery_urls_3_cdn_gallery_link,meta:cdn_gallery_urls_4_cdn_gallery_link,meta:cdn_product_gallery,meta:cdn_url,meta:fin_sku_field,meta:wcbvp_variations_data
64916,93850,#10592,1225,,,,,,,,,,,07959-38C-A7YC._ADD,
64916,93852,#10593,1225,,,,,,,,,,,07959-38D-A7YC._ADD,
64916,93854,#10594,1225,,,,,,,,,,,"07959-32A-Wavy Animal Print._ADD",
64916,93856,#10595,1225,,,,,,,,,,,"07959-32D-Wavy Animal Print._ADD",
64916,93858,#10596,1225,,,,,,,,,,,"07959-34A-Wavy Animal Print._ADD",
64916,93860,#10597,1225,,,,,,,,,,,"07959-36C-Wavy Animal Print._ADD",
64916,93862,#10598,1225,,,,,,,,,,,"07959-36D-Wavy Animal Print._ADD",
64916,93864,#10599,1225,,,,,,,,,,,"07959-36DD-Wavy Animal Print._ADD",
64916,93866,#10600,1225,,,,,,,,,,,"07959-38DD-Wavy Animal Print._ADD",
64916,93868,#10601,1225,,,,,,,,,,,"07959-32A-Strawberry Dot Print._ADD",
64916,93870,#10602,1225,,,,,,,,,,,"07959-32B-Strawberry Dot Print._ADD",
64916,93872,#10603,1225,,,,,,,,,,,"07959-32C-Strawberry Dot Print._ADD",
64916,93874,#10604,1225,,,,,,,,,,,"07959-32D-Strawberry Dot Print._ADD",
64916,93876,#10605,1225,,,,,,,,,,,"07959-32DD-Strawberry Dot Print._ADD",
64916,93878,#10606,1225,,,,,,,,,,,"07959-34A-Strawberry Dot Print._ADD",
64916,93880,#10607,1225,,,,,,,,,,,"07959-34B-Strawberry Dot Print._ADD",
64916,93882,#10608,1225,,,,,,,,,,,"07959-34C-Strawberry Dot Print._ADD",
64916,93884,#10609,1225,,,,,,,,,,,"07959-34D-Strawberry Dot Print._ADD",
64916,93886,#10610,1225,,,,,,,,,,,"07959-34DD-Strawberry Dot Print._ADD",
64916,93888,#10611,1225,,,,,,,,,,,"07959-36A-Strawberry Dot Print._ADD",
64916,93890,#10612,1225,,,,,,,,,,,"07959-36B-Strawberry Dot Print._ADD",
64916,93892,#10613,1225,,,,,,,,,,,"07959-36C-Strawberry Dot Print._ADD",
64916,93894,#10614,1225,,,,,,,,,,,"07959-36D-Strawberry Dot Print._ADD",
64916,93896,#10615,1225,,,,,,,,,,,"07959-36DD-Strawberry Dot Print._ADD",
64916,93898,#10616,1225,,,,,,,,,,,"07959-38B-Strawberry Dot Print._ADD",
64916,93900,#10617,1225,,,,,,,,,,,"07959-38C-Strawberry Dot Print._ADD",
64916,93902,#10618,1225,,,,,,,,,,,"07959-38D-Strawberry Dot Print._ADD",
64916,93904,#10619,1225,,,,,,,,,,,"07959-38DD-Strawberry Dot Print._ADD",
64916,93906,#10620,1225,,,,,,,,,,,"07959-32B-Destiny Pink Dot._ADD",
64916,93908,#10621,1225,,,,,,,,,,,"07959-32C-Destiny Pink Dot._ADD",
64916,93910,#10622,1225,,,,,,,,,,,"07959-34A-Destiny Pink Dot._ADD",
64916,93912,#10623,1225,,,,,,,,,,,"07959-34B-Destiny Pink Dot._ADD",
64916,93914,#10624,1225,,,,,,,,,,,"07959-34C-Destiny Pink Dot._ADD",
64916,93916,#10625,1225,,,,,,,,,,,"07959-36D-Destiny Pink Dot._ADD",
64916,93918,#10626,1225,,,,,,,,,,,"07959-32B-Linear Dot Print._ADD",
64916,93920,#10627,1225,,,,,,,,,,,"07959-36A-Linear Dot Print._ADD",
64916,93922,#10628,1225,,,,,,,,,,,"07959-32A-Love Me Print._ADD",
64916,93924,#10629,1225,,,,,,,,,,,"07959-32B-Love Me Print._ADD",
64916,93926,#10630,1225,,,,,,,,,,,"07959-32C-Love Me Print._ADD",
64916,93928,#10631,1225,,,,,,,,,,,"07959-32D-Love Me Print._ADD",
64916,93930,#10632,1225,,,,,,,,,,,"07959-34A-Love Me Print._ADD",
64916,93932,#10633,1225,,,,,,,,,,,"07959-34C-Love Me Print._ADD",
64916,93934,#10634,1225,,,,,,,,,,,"07959-34D-Love Me Print._ADD",
64916,93936,#10635,1225,,,,,,,,,,,"07959-36A-Love Me Print._ADD",
64916,93938,#10636,1225,,,,,,,,,,,"07959-38B-Love Me Print._ADD",
64916,93940,#10637,1225,,,,,,,,,,,"07959-32A-Candy Stripe Print._ADD",
64916,93942,#10638,1225,,,,,,,,,,,"07959-32B-Candy Stripe Print._ADD",
64916,93944,#10639,1225,,,,,,,,,,,"07959-32C-Candy Stripe Print._ADD",
64916,93946,#10640,1225,,,,,,,,,,,"07959-34A-Candy Stripe Print._ADD",
64916,93948,#10641,1225,,,,,,,,,,,"07959-34B-Candy Stripe Print._ADD",
64916,93950,#10642,1225,,,,,,,,,,,"07959-34C-Candy Stripe Print._ADD",
64916,93952,#10643,1225,,,,,,,,,,,"07959-34D-Candy Stripe Print._ADD",
64916,93954,#10644,1225,,,,,,,,,,,"07959-34DD-Candy Stripe Print._ADD",
64916,93956,#10645,1225,,,,,,,,,,,"07959-36A-Candy Stripe Print._ADD",
64916,93958,#10646,1225,,,,,,,,,,,"07959-38C-Candy Stripe Print._ADD",
64916,93960,#10647,1225,,,,,,,,,,,"07959-32A-Blue Jelly/Lucent Blue._ADD",
64916,93962,#10648,1225,,,,,,,,,,,"07959-32B-Blue Jelly/Lucent Blue._ADD",
64916,93964,#10649,1225,,,,,,,,,,,"07959-32C-Blue Jelly/Lucent Blue._ADD",
64916,93966,#10650,1225,,,,,,,,,,,"07959-32D-Blue Jelly/Lucent Blue._ADD",
64916,93968,#10651,1225,,,,,,,,,,,"07959-32DD-Blue Jelly/Lucent Blue._ADD",
64916,93970,#10652,1225,,,,,,,,,,,"07959-34A-Blue Jelly/Lucent Blue._ADD",
64916,93972,#10653,1225,,,,,,,,,,,"07959-34B-Blue Jelly/Lucent Blue._ADD",
64916,93974,#10654,1225,,,,,,,,,,,"07959-34C-Blue Jelly/Lucent Blue._ADD",
64916,93976,#10655,1225,,,,,,,,,,,"07959-34D-Blue Jelly/Lucent Blue._ADD",
64916,93978,#10656,1225,,,,,,,,,,,"07959-36A-Blue Jelly/Lucent Blue._ADD",
64916,93980,#10657,1225,,,,,,,,,,,"07959-36B-Blue Jelly/Lucent Blue._ADD",
64916,93982,#10658,1225,,,,,,,,,,,"07959-36C-Blue Jelly/Lucent Blue._ADD",
64916,93984,#10659,1225,,,,,,,,,,,"07959-36D-Blue Jelly/Lucent Blue._ADD",
64916,93986,#10660,1225,,,,,,,,,,,"07959-36DD-Blue Jelly/Lucent Blue._ADD",
64916,93988,#10661,1225,,,,,,,,,,,"07959-38B-Blue Jelly/Lucent Blue._ADD",
64916,93990,#10662,1225,,,,,,,,,,,"07959-38D-Blue Jelly/Lucent Blue._ADD",
64916,93992,#10663,1225,,,,,,,,,,,"07959-38DD-Blue Jelly/Lucent Blue._ADD",
64916,93994,#10664,1225,,,,,,,,,,,"07959-32A-Blue Peaks Print._ADD",
64916,93996,#10665,1225,,,,,,,,,,,"07959-32B-Blue Peaks Print._ADD",
64916,93998,#10666,1225,,,,,,,,,,,"07959-32C-Blue Peaks Print._ADD",
64916,94000,#10667,1225,,,,,,,,,,,"07959-32D-Blue Peaks Print._ADD",
64916,94002,#10668,1225,,,,,,,,,,,"07959-32DD-Blue Peaks Print._ADD",
64916,94004,#10669,1225,,,,,,,,,,,"07959-34A-Blue Peaks Print._ADD",
64916,94006,#10670,1225,,,,,,,,,,,"07959-34B-Blue Peaks Print._ADD",
64916,94008,#10671,1225,,,,,,,,,,,"07959-34C-Blue Peaks Print._ADD",
64916,94010,#10672,1225,,,,,,,,,,,"07959-34DD-Blue Peaks Print._ADD",
64916,94012,#10673,1225,,,,,,,,,,,"07959-36A-Blue Peaks Print._ADD",
64916,94014,#10674,1225,,,,,,,,,,,"07959-36B-Blue Peaks Print._ADD",
64916,94016,#10675,1225,,,,,,,,,,,"07959-36D-Blue Peaks Print._ADD",
64916,94018,#10676,1225,,,,,,,,,,,"07959-38B-Blue Peaks Print._ADD",
64916,94020,#10677,1225,,,,,,,,,,,"07959-38C-Blue Peaks Print._ADD",
64916,94022,#10678,1225,,,,,,,,,,,"07959-38D-Blue Peaks Print._ADD",
64916,94024,#10679,1225,,,,,,,,,,,"07959-32A-Panache Pink/Au Natural._ADD",
64916,94026,#10680,1225,,,,,,,,,,,"07959-32B-Panache Pink/Au Natural._ADD",
64916,94028,#10681,1225,,,,,,,,,,,"07959-34A-Panache Pink/Au Natural._ADD",
64916,94030,#10682,1225,,,,,,,,,,,"07959-34B-Panache Pink/Au Natural._ADD",
64916,94032,#10683,1225,,,,,,,,,,,"07959-34C-Panache Pink/Au Natural._ADD",
64916,94034,#10684,1225,,,,,,,,,,,"07959-34D-Panache Pink/Au Natural._ADD",
64916,94036,#10685,1225,,,,,,,,,,,"07959-34DD-Panache Pink/Au Natural._ADD",
64916,94038,#10686,1225,,,,,,,,,,,"07959-36A-Panache Pink/Au Natural._ADD",
64916,94040,#10687,1225,,,,,,,,,,,"07959-36C-Panache Pink/Au Natural._ADD",
64916,94042,#10688,1225,,,,,,,,,,,"07959-36DD-Panache Pink/Au Natural._ADD",
64916,94044,#10689,1225,,,,,,,,,,,"07959-38B-Panache Pink/Au Natural._ADD",
64916,94046,#10690,1225,,,,,,,,,,,"07959-38C-Panache Pink/Au Natural._ADD",
64916,94048,#10691,1225,,,,,,,,,,,"07959-38D-Panache Pink/Au Natural._ADD",
64916,94050,#10692,1225,,,,,,,,,,,"07959-32A-Electric Wave Print._ADD",
64916,94052,#10693,1225,,,,,,,,,,,"07959-32B-Electric Wave Print._ADD",
64916,94054,#10694,1225,,,,,,,,,,,"07959-32C-Electric Wave Print._ADD",
64916,94056,#10695,1225,,,,,,,,,,,"07959-32D-Electric Wave Print._ADD",
64916,94058,#10696,1225,,,,,,,,,,,"07959-32DD-Electric Wave Print._ADD",
64916,94060,#10697,1225,,,,,,,,,,,"07959-34A-Electric Wave Print._ADD",
64916,94062,#10698,1225,,,,,,,,,,,"07959-34D-Electric Wave Print._ADD",
64916,94064,#10699,1225,,,,,,,,,,,"07959-36A-Electric Wave Print._ADD",
64916,94066,#10700,1225,,,,,,,,,,,"07959-36DD-Electric Wave Print._ADD",
64916,124474,#10461,1225,,,,,,,,,,,"07959-32DD-Medallion Print._ADD",
64916,124475,#10463,1225,,,,,,,,,,,"07959-36C-Medallion Print._ADD",
64916,124476,#10464,1225,,,,,,,,,,,"07959-36DD-Medallion Print._ADD",
64916,124477,#10465,1225,,,,,,,,,,,"07959-38B-Medallion Print._ADD",
64916,124478,#10466,1225,,,,,,,,,,,"07959-38C-Medallion Print._ADD",
64916,177988,#418648,1225,,,,,,,,,,,"07959-34D-Boucle Texture Print/Petro Teal._ADD",
64916,177989,#418649,1225,,,,,,,,,,,"07959-38B-Boucle Texture Print/Petro Teal._ADD",
64916,177990,#418701,1225,,,,,,,,,,,"07959-34C-Boucle Texture Print/Petro Teal._ADD",
64916,177991,#418702,1225,,,,,,,,,,,"07959-36D-Boucle Texture Print/Petro Teal._ADD",
64916,177992,#418751,1225,,,,,,,,,,,"07959-36B-Misted Rose._ADD",
64916,177993,#418862,1225,,,,,,,,,,,"07959-36B-Boucle Texture Print/Petro Teal._ADD",
64916,177994,#418867,1225,,,,,,,,,,,"07959-34B-Misted Rose._ADD",
64916,177995,#418868,1225,,,,,,,,,,,"07959-38C-Misted Rose._ADD",
64916,177996,#418875,1225,,,,,,,,,,,"07959-34B-Herbal Olive Green._ADD",
64916,177997,#418876,1225,,,,,,,,,,,"07959-36B-Herbal Olive Green._ADD",
64916,177998,#418877,1225,,,,,,,,,,,"07959-34D-Misted Rose._ADD",
64916,177999,#418933,1225,,,,,,,,,,,"07959-38C-Herbal Olive Green._ADD",
64916,178000,#418980,1225,,,,,,,,,,,"07959-32C-Modern Dot Print/Sandshell._ADD",
64916,178001,#418981,1225,,,,,,,,,,,"07959-36A-Modern Dot Print/Sandshell._ADD",
64916,178002,#419034,1225,,,,,,,,,,,"07959-34B-Boucle Texture Print/Petro Teal._ADD",
64916,178003,#419087,1225,,,,,,,,,,,"07959-36C-Boucle Texture Print/Petro Teal._ADD",
64916,178004,#419088,1225,,,,,,,,,,,"07959-38D-Boucle Texture Print/Petro Teal._ADD",
64916,178005,#419191,1225,,,,,,,,,,,"07959-38C-Boucle Texture Print/Petro Teal._ADD",
64916,178006,#419200,1225,,,,,,,,,,,"07959-38C-Currant Purple._ADD",
64916,178007,#419201,1225,,,,,,,,,,,"07959-36D-Misted Rose._ADD",
64916,178008,#419217,1225,,,,,,,,,,,"07959-38D-Misted Rose._ADD",
64916,178009,#419314,1225,,,,,,,,,,,"07959-36C-Herbal Olive Green._ADD",
64916,178010,#419471,1225,,,,,,,,,,,"07959-34C-Currant Purple._ADD",
64916,178011,#419472,1225,,,,,,,,,,,"07959-36B-Currant Purple._ADD",
64916,178012,#419481,1225,,,,,,,,,,,"07959-38B-Herbal Olive Green._ADD",
64916,178013,#419533,1225,,,,,,,,,,,07959-34D-AIMJ._ADD,
64916,178014,#419542,1225,,,,,,,,,,,"07959-38D-Herbal Olive Green._ADD",
64916,178015,#419543,1225,,,,,,,,,,,"07959-34C-Misted Rose._ADD",
64916,178016,#419544,1225,,,,,,,,,,,"07959-36C-Misted Rose._ADD",
64916,178017,#419575,1225,,,,,,,,,,,07959-36D-AIMJ._ADD,
64916,178018,#419722,1225,,,,,,,,,,,"07959-34A-Modern Dot Print/Sandshell._ADD",
64916,178019,#419783,1225,,,,,,,,,,,07959-38D-AIMJ._ADD,
64916,178020,#419784,1225,,,,,,,,,,,"07959-34B-Modern Dot Print/Sandshell._ADD",
64916,178021,#419814,1225,,,,,,,,,,,"07959-36C-Currant Purple._ADD",
64916,178022,#419815,1225,,,,,,,,,,,"07959-34C-Herbal Olive Green._ADD",
64916,178023,#419816,1225,,,,,,,,,,,"07959-34D-Herbal Olive Green._ADD",
64916,178024,#419817,1225,,,,,,,,,,,"07959-38B-Misted Rose._ADD",
64916,178025,#419909,1225,,,,,,,,,,,07959-34B-AIMJ._ADD,
64916,178026,#419910,1225,,,,,,,,,,,07959-36C-AIMJ._ADD,
64916,178027,#419911,1225,,,,,,,,,,,07959-38C-AIMJ._ADD,
64916,178028,#419956,1225,,,,,,,,,,,"07959-34B-Currant Purple._ADD",
64916,178029,#419957,1225,,,,,,,,,,,"07959-38B-Currant Purple._ADD",
64916,178030,#419958,1225,,,,,,,,,,,"07959-36D-Herbal Olive Green._ADD",
64916,178031,#419994,1225,,,,,,,,,,,"07959-34D-Modern Dot Print/Sandshell._ADD",
64916,178032,#420018,1225,,,,,,,,,,,07959-34C-AIMJ._ADD,
64916,178033,#420019,1225,,,,,,,,,,,"07959-34C-Modern Dot Print/Sandshell._ADD",
64916,194193,#420154,1225,,,,,,,,,,,"07959-36B-Breezy Ditsy Print/Lilac Sandshell._ADD",
64916,194194,#420222,1225,,,,,,,,,,,"07959-38B-Breezy Ditsy Print/Lilac Sandshell._ADD",
64916,197015,#420055,1225,,,,,,,,,,,"07959-32B-Modern Dot Print/Sandshell._ADD",
64916,197016,#420093,1225,,,,,,,,,,,"07959-32A-Modern Dot Print/Sandshell._ADD",
64916,197017,#420705,1225,,,,,,,,,,,"07959-36B-Modern Dot Print/Sandshell._ADD",
64916,197018,#421105,1225,,,,,,,,,,,"07959-36D-Modern Dot Print/Sandshell._ADD",
64916,197019,#421106,1225,,,,,,,,,,,"07959-38C-Modern Dot Print/Sandshell._ADD",
64916,197020,#421107,1225,,,,,,,,,,,"07959-38D-Modern Dot Print/Sandshell._ADD",
64916,197021,#421108,1225,,,,,,,,,,,"07959-36C-Modern Dot Print/Sandshell._ADD",
64916,197022,#421110,1225,,,,,,,,,,,"07959-38B-Modern Dot Print/Sandshell._ADD",
,64922,1226,,,,,,,,,,,,,
64922,67927,#37006,1226,,,,,,,,,,,"0795XJ-36D-Black/Latte Lift._ADD",
64922,67928,#37020,1226,,,,,,,,,,,"0795XJ-34C-Latte Lift/White._ADD",
64922,67929,#37023,1226,,,,,,,,,,,"0795XJ-36C-Latte Lift/White._ADD",
64922,67930,#37024,1226,,,,,,,,,,,"0795XJ-36D-Latte Lift/White._ADD",
64922,67931,#37025,1226,,,,,,,,,,,"0795XJ-38B-Latte Lift/White._ADD",
64922,67932,#37026,1226,,,,,,,,,,,"0795XJ-38C-Latte Lift/White._ADD",
64922,67933,#37027,1226,,,,,,,,,,,"0795XJ-38D-Latte Lift/White._ADD",
64922,84547,#37019,1226,,,,,,,,,,,0795XJ-34B-A2R._ADD,
64922,84549,#37021,1226,,,,,,,,,,,"0795XJ-36A-Latte Lift/White._ADD",
64922,84551,#37022,1226,,,,,,,,,,,"0795XJ-36B-Latte Lift/White._ADD",
64922,94074,#36990,1226,,,,,,,,,,,"0795XJ-34A-Chocolate Pink Whisper Dot/White._ADD",
64922,94076,#36991,1226,,,,,,,,,,,"0795XJ-34B-Chocolate Pink Whisper Dot/White._ADD",
64922,94078,#36992,1226,,,,,,,,,,,"0795XJ-34C-Chocolate Pink Whisper Dot/White._ADD",
64922,94080,#36993,1226,,,,,,,,,,,0795XJ-36A-7NM._ADD,
64922,94082,#36994,1226,,,,,,,,,,,"0795XJ-36B-Chocolate Pink Whisper Dot/White._ADD",
64922,94084,#36995,1226,,,,,,,,,,,0795XJ-36C-7NM._ADD,
64922,94086,#36996,1226,,,,,,,,,,,"0795XJ-36D-Chocolate Pink Whisper Dot/White._ADD",
64922,94088,#36997,1226,,,,,,,,,,,"0795XJ-38B-Chocolate Pink Whisper Dot/White._ADD",
64922,94090,#36998,1226,,,,,,,,,,,"0795XJ-38C-Chocolate Pink Whisper Dot/White._ADD",
64922,94092,#36999,1226,,,,,,,,,,,"0795XJ-38D-Chocolate Pink Whisper Dot/White._ADD",
64922,94094,#37000,1226,,,,,,,,,,,"0795XJ-34A-Black/Latte Lift._ADD",
64922,94096,#37001,1226,,,,,,,,,,,"0795XJ-34B-Black/Latte Lift._ADD",
64922,94098,#37002,1226,,,,,,,,,,,"0795XJ-34C-Black/Latte Lift._ADD",
64922,94100,#37003,1226,,,,,,,,,,,"0795XJ-36A-Black/Latte Lift._ADD",
64922,94102,#37004,1226,,,,,,,,,,,"0795XJ-36B-Black/Latte Lift._ADD",
64922,94104,#37005,1226,,,,,,,,,,,"0795XJ-36C-Black/Latte Lift._ADD",
64922,94106,#37007,1226,,,,,,,,,,,"0795XJ-38B-Black/Latte Lift._ADD",
64922,94108,#37008,1226,,,,,,,,,,,"0795XJ-38C-Black/Latte Lift._ADD",
64922,94110,#37009,1226,,,,,,,,,,,"0795XJ-38D-Black/Latte Lift._ADD",
64922,94112,#37010,1226,,,,,,,,,,,"0795XJ-34A-Polished Black/Polished._ADD",
64922,94114,#37011,1226,,,,,,,,,,,"0795XJ-34B-Polished Black/Polished._ADD",
64922,94116,#37012,1226,,,,,,,,,,,"0795XJ-36A-Polished Black/Polished._ADD",
64922,94118,#37013,1226,,,,,,,,,,,"0795XJ-36B-Polished Black/Polished._ADD",
64922,94120,#37014,1226,,,,,,,,,,,"0795XJ-36D-Polished Black/Polished._ADD",
64922,94122,#37015,1226,,,,,,,,,,,"0795XJ-38B-Polished Black/Polished._ADD",
64922,94124,#37016,1226,,,,,,,,,,,"0795XJ-38C-Polished Black/Polished._ADD",
64922,94126,#37017,1226,,,,,,,,,,,"0795XJ-38D-Polished Black/Polished._ADD",
64922,94128,#37018,1226,,,,,,,,,,,"0795XJ-34A-Latte Lift/White._ADD",
64922,94130,#37028,1226,,,,,,,,,,,"0795XJ-34A-Black/Sheer Pale Pink._ADD",
64922,94132,#37029,1226,,,,,,,,,,,"0795XJ-34B-Black/Sheer Pale Pink._ADD",
64922,94134,#37030,1226,,,,,,,,,,,"0795XJ-36D-Black/Sheer Pale Pink._ADD",
64922,94136,#37031,1226,,,,,,,,,,,"0795XJ-38C-Black/Sheer Pale Pink._ADD",
64922,94138,#37032,1226,,,,,,,,,,,"0795XJ-34A-Classic Stripe Print/Black._ADD",
64922,94140,#37033,1226,,,,,,,,,,,"0795XJ-34B-Classic Stripe Print/Black._ADD",
64922,94142,#37034,1226,,,,,,,,,,,"0795XJ-34C-Classic Stripe Print/Black._ADD",
64922,94144,#37035,1226,,,,,,,,,,,"0795XJ-36A-Classic Stripe Print/Black._ADD",
64922,94146,#37036,1226,,,,,,,,,,,"0795XJ-36B-Classic Stripe Print/Black._ADD",
64922,94148,#37037,1226,,,,,,,,,,,"0795XJ-36C-Classic Stripe Print/Black._ADD",
64922,94150,#37038,1226,,,,,,,,,,,"0795XJ-36D-Classic Stripe Print/Black._ADD",
64922,94152,#37039,1226,,,,,,,,,,,"0795XJ-38B-Classic Stripe Print/Black._ADD",
64922,94154,#37040,1226,,,,,,,,,,,0795XJ-38C-PV9._ADD,
64922,94156,#37041,1226,,,,,,,,,,,"0795XJ-38D-Classic Stripe Print/Black._ADD",
,64925,1227,,,,,,,,,,,,,
64925,67934,#9709,1227,,,,,,,,,,,"09402-32A-Black W/Body Beige Lining._ADD",
64925,67935,#9710,1227,,,,,,,,,,,"09402-32B-Black W/Body Beige Lining._ADD",
64925,67936,#9711,1227,,,,,,,,,,,"09402-32C-Black W/Body Beige Lining._ADD",
64925,67937,#9712,1227,,,,,,,,,,,"09402-32D-Black/Body Beige Lining._ADD",
64925,67938,#9713,1227,,,,,,,,,,,"09402-32DD-Black/Body Beige Lining._ADD",
64925,67939,#9715,1227,,,,,,,,,,,"09402-34B-Black W/Body Beige Lining._ADD",
64925,67940,#9716,1227,,,,,,,,,,,"09402-34C-Black W/Body Beige Lining._ADD",
64925,67941,#9717,1227,,,,,,,,,,,"09402-34D-Black W/Body Beige Lining._ADD",
64925,67942,#9718,1227,,,,,,,,,,,"09402-34DD-Black/Body Beige Lining._ADD",
64925,67943,#9719,1227,,,,,,,,,,,"09402-36A-Black W/Body Beige Lining._ADD",
64925,67944,#9720,1227,,,,,,,,,,,"09402-36B-Black W/Body Beige Lining._ADD",
64925,67945,#9721,1227,,,,,,,,,,,"09402-36C-Black W/Body Beige Lining._ADD",
64925,67946,#9722,1227,,,,,,,,,,,"09402-36D-Black W/Body Beige Lining._ADD",
64925,67947,#9723,1227,,,,,,,,,,,"09402-36DD-Black/Body Beige Lining._ADD",
64925,67948,#9724,1227,,,,,,,,,,,"09402-38B-Black W/Body Beige Lining._ADD",
64925,67949,#9725,1227,,,,,,,,,,,"09402-38C-Black W/Body Beige Lining._ADD",
64925,67950,#9726,1227,,,,,,,,,,,"09402-38D-Black W/Body Beige Lining._ADD",
64925,67951,#9727,1227,,,,,,,,,,,"09402-38DD-Black/Body Beige Lining._ADD",
64925,67952,#9729,1227,,,,,,,,,,,"09402-40C-Black W/Body Beige Lining._ADD",
64925,67953,#9730,1227,,,,,,,,,,,"09402-40D-Black W/Body Beige Lining._ADD",
64925,67954,#9742,1227,,,,,,,,,,,"09402-32A-Latte Lift/Black._ADD",
64925,67955,#9743,1227,,,,,,,,,,,"09402-32B-Latte Lift/Black._ADD",
64925,67956,#9744,1227,,,,,,,,,,,"09402-32C-Latte Lift/Black._ADD",
64925,67957,#9746,1227,,,,,,,,,,,"09402-32DD-Latte Lift/Black._ADD",
64925,67958,#9747,1227,,,,,,,,,,,"09402-34A-Latte Lift/Black._ADD",
64925,67959,#9748,1227,,,,,,,,,,,"09402-34B-Latte Lift/Black._ADD",
64925,67960,#9749,1227,,,,,,,,,,,"09402-34C-Latte Lift/Black._ADD",
64925,67961,#9750,1227,,,,,,,,,,,"09402-34D-Latte Lift/Black._ADD",
64925,67962,#9751,1227,,,,,,,,,,,"09402-34DD-Latte Lift/Black._ADD",
64925,67963,#9753,1227,,,,,,,,,,,"09402-36B-Latte Lift/Black._ADD",
64925,67964,#9755,1227,,,,,,,,,,,"09402-36D-Latte Lift/Black._ADD",
64925,67965,#9757,1227,,,,,,,,,,,"09402-38B-Latte Lift/Black._ADD",
64925,67966,#9759,1227,,,,,,,,,,,"09402-38D-Latte Lift/Black._ADD",
64925,67967,#9760,1227,,,,,,,,,,,"09402-38DD-Latte Lift/Black._ADD",
64925,67968,#9762,1227,,,,,,,,,,,"09402-40C-Latte Lift/Black._ADD",
64925,67969,#9763,1227,,,,,,,,,,,"09402-40D-Latte Lift/Black._ADD",
64925,67970,#9778,1227,,,,,,,,,,,09402-32B-White._ADD,
64925,67971,#9779,1227,,,,,,,,,,,"09402-34A-Shell/Ivory Dot._ADD",
64925,67972,#9780,1227,,,,,,,,,,,"09402-34B-Shell/Ivory Dot._ADD",
64925,67973,#9781,1227,,,,,,,,,,,"09402-34C-Shell/Ivory Dot._ADD",
64925,67974,#9782,1227,,,,,,,,,,,"09402-34D-Shell/Ivory Dot._ADD",
64925,67975,#9783,1227,,,,,,,,,,,"09402-36A-Shell/Ivory Dot._ADD",
64925,67976,#9784,1227,,,,,,,,,,,"09402-36B-Shell/Ivory Dot._ADD",
64925,67977,#9785,1227,,,,,,,,,,,"09402-36C-Shell/Ivory Dot._ADD",
64925,67978,#9786,1227,,,,,,,,,,,"09402-36D-Shell/Ivory Dot._ADD",
64925,67979,#9787,1227,,,,,,,,,,,"09402-38B-Shell/Ivory Dot._ADD",
64925,67980,#9788,1227,,,,,,,,,,,"09402-38C-Shell/Ivory Dot._ADD",
64925,67981,#9789,1227,,,,,,,,,,,"09402-38D-Shell/Ivory Dot._ADD",
64925,67982,#9791,1227,,,,,,,,,,,09402-32B-White/Stone._ADD,
64925,67983,#9792,1227,,,,,,,,,,,09402-32C-White/Stone._ADD,
64925,67984,#9793,1227,,,,,,,,,,,09402-34A-White/Stone._ADD,
64925,67985,#9794,1227,,,,,,,,,,,09402-34B-White/Stone._ADD,
64925,67986,#9795,1227,,,,,,,,,,,09402-34C-White/Stone._ADD,
64925,67987,#9796,1227,,,,,,,,,,,09402-34D-White/Stone._ADD,
64925,67988,#9797,1227,,,,,,,,,,,09402-36A-White/Stone._ADD,
64925,67989,#9800,1227,,,,,,,,,,,09402-36D-White/Stone._ADD,
64925,67990,#9801,1227,,,,,,,,,,,09402-38B-White/Stone._ADD,
64925,67991,#9802,1227,,,,,,,,,,,09402-38C-White/Stone._ADD,
64925,67992,#9804,1227,,,,,,,,,,,09402-40B-White/Stone._ADD,
64925,67993,#9806,1227,,,,,,,,,,,09402-40D-White/Stone._ADD,
64925,67994,#9876,1227,,,,,,,,,,,09402-34B-ALKA._ADD,
64925,67995,#9877,1227,,,,,,,,,,,09402-34C-ALKA._ADD,
64925,67996,#9878,1227,,,,,,,,,,,09402-34D-ALKA._ADD,
64925,67997,#9879,1227,,,,,,,,,,,09402-36B-ALKA._ADD,
64925,67998,#9880,1227,,,,,,,,,,,09402-36C-ALKA._ADD,
64925,67999,#9883,1227,,,,,,,,,,,09402-38C-ALKA._ADD,
64925,84557,#9714,1227,,,,,,,,,,,"09402-34A-Black W/Body Beige Lining._ADD",
64925,84559,#9728,1227,,,,,,,,,,,"09402-40B-Black W/Body Beige Lining._ADD",
64925,84561,#9745,1227,,,,,,,,,,,"09402-32D-Latte Lift/Black._ADD",
64925,84563,#9756,1227,,,,,,,,,,,"09402-36DD-Latte Lift/Black._ADD",
64925,84565,#9761,1227,,,,,,,,,,,"09402-40B-Latte Lift/Black._ADD",
64925,84567,#9790,1227,,,,,,,,,,,09402-32A-White/Stone._ADD,
64925,84569,#9799,1227,,,,,,,,,,,09402-36C-White/Stone._ADD,
64925,84571,#9803,1227,,,,,,,,,,,09402-38D-White/Stone._ADD,
